8421, 9109, 9175, 8965, 9034, 9057, 8765, 8775, 9106, 8673, 7018, 7189, 7638, 7307, 7444, 7379, 7038, 6956, 6930, 6868, 5472, 4990, 5134, 5177, 5246, 5141, 5206, 5095, 4830, 5147, 4056, 3031, 2614, 3024, 2916, 2713, 3309, 3237, 2857, 3473
7733, 7880, 8188, 8175, 8247, 8490, 8637, 8601, 8359, 7569, 4210, 3031, 2552, 3473, 3876, 3853, 4184, 4154, 3909, 3968, 3214, 1930, 1313, 2143, 2493, 2385, 2755, 2706, 2542, 2919, 3024, 1592, 940, 1631, 1723, 1579, 2034, 2084, 1913, 2601
